,word_guesses,first_pass,solution_words,solution
25,di;capo;di;stria,RA di O capo di stria,Radio;capodistria,Radio capodistria
26,ali;via,M ali GRA via,Maligra;via è;l;ultima,Maligra via è l ultima
27,ode;tea;re,M ode S tea LTU re,Modeste;alture,Modeste alture
28,gru;oca;era;mi,gru PP oca N O era R mi,Gruppo;canone;rari,Gruppo canone rari
29,sola;eco;logica,I sola eco logica,Isola;ecologica,Isola ecologica
30,con;fez;lama;ostriche,con fez I O N lama N ostriche,Confezionl;amanostriche,Confezionl amanostriche
31,Bambi;nodi;Buster;nato,Bambi nodi Buster nato,Bambino;dibusterato,Bambino dibusterato
32,Ostia;tea,P Ostia tea TRO,Posti;a;teatro,Posti a teatro
33,viole;asce,viole N T asce N A,Violenta;scena,Violenta scena
34,stradino;tana;ali,MO stradino VI tana V ali,Mostra;di;novità;navali,Mostra di novità navali
35,re;sta;on;bus;abile,re GI sta on bus ON T abile,Regista;onnontabile,Regista onnontabile
36,est;vestiti;tori,G est I vestiti LI A tori,Gesti;vitaliatori,Gesti vitaliatori
37,tori;mani;stazione,S tori C A mani FE stazione,Storica;manifestazione,Storica manifestazione
38,stia;ratti,VA stia NF ratti,Vasti;anfratti,Vasti anfratti
39,cale;Isabella,BOC cale PO Isabella,Bocca;lepoisabella,Bocca lepoisabella
40,astri;cati;nato,L astri cati S E G nato,Lasticati;segnato,Lasticati segnato
41,unte;timo;echi,unte S timo N echi A VE,Un;testimonio;chiave,Un testimonio chiave
42,sponde;ramo;velo;la,R I sponde ramo NO velo L la BI,Rispondere;a;monovelo,Rispondere a monovelo
43,note;campi,S note D IS campi,Snote-dis;ca;spampi,Snote-dis ca spampi
44,legge;rei;re;dente,E legge rei L P re SI dente,Eleggere;il;presidente,Eleggere il presidente
45,re;menti,re S T AStare G O menti,Restaste;regomenti,Restaste regomenti
46,avi;la;resta;are,U N avi L la DA resta U R are,Una;villa;da;restaurare,Una villa da restaurare
47,fiori;petti,GON fiori SOS petti,Gonfiori;sospetti,Gonfiori sospetti
48,fantasma;tibi,fantasma S tibi,Fanta;smasti,Fanta smasti
49,colo;intersezioni;tori,colo M intersezioni A G GI A tori,Colomiti;ronzioniaggiatori,Colomiti ronzioniaggiatori
50,agente;lattine,L agente lattine A,La;gente;l;attinea,La gente l'attinea
51,dive;rami,dive NTA rami C I,Diventar;amici,Diventar amici
52,epe;sci;la,TR epe sci PA L la,Tre;pesci;pallà,Tre pesci pallà
53,vesta;ore;ali;ante,A vesta ore R O D ali C ante,Avest;aoredo;l;icalicante,Avest aoredo l'icalicante
54,Rod;Tosca;Elettra,P Rod OT Tosca D Elettra,Prodotto;scadente,Prodotto scadente
55,bus;topi;nodi;mi,AR bus topi E nodi G E R mi,Arbusto;pieno;di;germini,Arbusto pieno di germini
56,nata;adipe;ori;ante,U nata R adipe S ori LEV ante,Una;tara;di;pesori;levante,Una tara di pesori levante
57,est;anello;api;osa,SI est anello R api U A F osa,Siesta;nell;ora;più;afosa,Siesta nell'ora più afosa
58,nero;pia,nero P pia LTI,Neropp;ialti,Neropp ialti
59,osso;Ra;ali,CA osso Ra ali,Caos;soriali,Caos soriali
60,rio;mano;redi;menti;mici,CU rio SE mano V redi ELE menti NE mici,Curiose;manifesti;ne;manifesti;nemici,Curiose manifesti ne manifesti nemici
61,ara;resta;re,T ara resta D E re,Tarare;stadedere,Tarare stadedere
62,Ra;epe;lista,G Ra ND epe NA lista,Grande;penalista,Grande penalista
63,su;cera;gazze,su DI cera gazze,Sudice;ragazze,Sudice ragazze
64,merinos;se;olla,D A merinos se D olla TO,Damerino;sedollato,Damerino sedollato
65,Atene;are;gale,C Atene L L are gale TA,Catenella;regaleta,Catenella regaleta
66,ante;ape;ante,M ante LL ape S ante,Mantella;pesante,Mantella pesante
67,divo;remo;tele;corni,divo RA remo L tele C corni E,Divorare;molte;leccornie,Divorare molte leccornie
68,ombrello;osa,CAP ombrello BBI osa,Capo;mellebboiosa,Capo mellebboiosa
69,ossi;re;sai;lumino,D ossi E re sai VO lumino SO,Dossiere;senza;voluminoso,Dossiere senza voluminoso
70,stipo;raggi,M A stipo raggi A T A,Masti;poraggiata,Masti poraggiata
71,cavalletta,cavalletta NTI,Cavale;tattanti,Cavale tattanti
72,cono;cima;ali,E cono MI cima N U ali,Economici;manuali,Economici manuali
73,ovali;adipe;orso,N U ovali NE adipe RC orso,Nuova;linea;di;percorsa,Nuova linea di percorsa
74,osti;letto;lese,L osti VA letto M A lese,Lo;stivaleto;malese,Lo stivaleto malese
75,re;armeno,SP re C armeno,Sprecar;meno,Sprecar meno
76,fon;ode;api;sci,fon D ode L L api sci NA,Fondo;della;piscina,Fondo della piscina
77,est;remi,MA est remi OP I,Maestre;miopi,Maestre miopi
78,ava;pia;tir;bus,L ava pia T tir O bus,Lavorapia;tirobus,Lavorapia tirobus
79,arpe;Ra;riva,ST arpe Ra PP riva RSI,Star;per;apparire,Star per apparire
80,ellissi;odi;ante,B ellissi M odi A M ante,Bellissimo;diamante,Bellissimo diamante
81,mesti;con;morso,D O mesti con morso,Domestico;normoso,Domestico normoso
82,colo;coni;ale,VIN colo coni U G ale,Vincolo;coniugale,Vincolo coniugale
83,ciocco;tini;denti,ciocco LA tini F O N denti,Cioccolatini;fondenti,Cioccolatini fondenti
84,stia;Mastro-don-Giovanni;nato,BE stia M Mastro-don-Giovanni CCI nato,Bestiamma;stroginovinato,Bestiamma stroginovinato
85,asce;ore;ari;para,asce N S ore D ari para RE,Ascensore;da;riparare,Ascensore da riparare
86,taglia;bus,A L taglia bus I,Alta;gilia;busi,Alta gilia busi
87,pia;pie,pia ZZE pie NE,Piazza;piena,Piazza piena
88,giara;azza,LI giara G azza,Ligi;aragazza,Ligi aragazza
89,chiesa;ori;armi,chiesa N ori S P armi A,Chi;è;sano;risparmia,Chi è sano risparmia
90,nel;lido,A nel lido RO,Anelli;d;oro,Anelli d'oro
91,ali;ape;ala;ile,S ali T ape D ala B ile,Salita;pedabile,Salita pedabile
92,in;Trio;va,in Trio L va GI,Intrio;lavoragi,Intrio lavoragi
93,Ebe;dei;Ate,PR Ebe N dei LEV Ate,Prebende;illevate,Prebende illevate
94,api;coli;are;alta;are;Ciad,D api C coli L are alta PP are LON Ciad,Da;piccoli;la;realta;parello;nciad,Da piccoli la realta parello nciad
95,ave;mici,ave R NE mici,Aver;nemici,Aver nemici
96,api;oli;etti,C api T oli L etti,Capitoli;letti,Capitoli letti
97,calice;re,S calice SCU re,Scalice;scure,Scalice scure
98,triste;reo,NAS triste reo,Nastro;stiere,Nastro stiere
99,porta;mento;mora,COM porta mento A mora LE,Comportamento;amorale,Comportamento amorale
100,cavolo;menti;are,CO cavolo N DI menti C are,Coco;av;old;indimenticare,Coco av old indimenticare
101,nave;arpa;re,nave ER N arpa U re,Naveerna;paure,Naveerna paure
102,lava;zaino;dente,lava CAN zaino CC I dente,La;vacanza;in;Occidente,La vacanza in Occidente
103,collo;oste;ile,collo Q UI oste R ile,Colloqui;osterile,Colloqui osterile
104,VI;va;prigione,VI va SOR prigione,Viva;sorprière,Viva sorprière
105,perso;ari;osa,perso N ari OT T osa,Persona;riottosa,Persona riottosa
106,est;est;ali,L est RAD est A T ali,Le;strade;statali,Le strade statali
107,rete;zio;Sam;ode,P rete N zio Sam ode LLA,Pretenziosa;modella,Pretenziosa modella
108,saggina;Dante,E S saggina Dante,Essag;gindante,Essag gindante
109,aglio;pera;pera;agli,SB aglio pera T I pera B B agli,Sbagli;operati;per;abbagli,Sbagli operati per abbagli
110,pira;tine,I pira tine GRI,I;piratine;grie,I piratine grie
111,van;ale;numi,V I van ale numi D O,Viviana;le;numeri,Viviana le numeri
112,gru;podista;Edipo;cella,gru P podista TU Edipo R cella NA,Gruppo;di;studenti;a;Diprocellana,Gruppo di studenti a Diprocellana
113,unto;casa;ami;colo,unto C casa N ami R A colo SO,Un;toccasana;miracoloso,Un toccasana miracoloso
114,di;trattore;lato,di S trattore lato RE,Distratto;relatore,Disstratto relatore
115,pia;erta,pia NG erta NTO,Piangere;tanto,Piangere tanto
116,pera;topi;avo;rane;orto,O pera I topi L avo rane L P orto,Operaio;pil;lavora;nel;porto,Operaio pil lavora nel porto
117,tele;si;nei;edera,tele V I si O nei T A edera,Televisione;italiana,Televisione italiana
118,venti;diga,E venti diga LA,Eventi;di;gala,Eventi di gala
119,ambi;navi;ami,B ambi navi E TN ami T A,Bambina;vietnamita,Bambina vietnamita
120,pera;aria,O pera MUR aria,Opera;muraria,Opera muraria
121,cassa;dio;oca,cassa dio C oca,Cassa;diococa,Cassa diococa
122,code;in,D I S code in O,Disco;d;ino,Disco d'ino
123,amo;solido,F amo solido,Famoso;lido,Famoso lido
124,onda;redi;orsi,SFR onda redi S C orsi,Sfrondare;discorsi,Sfrondare discorsi
125,note;chili,UTO note chili STA,Utone;ch;ilhistà,Utone ch ilhistà
126,amo;rosa;tea;azza,CL amo rosa RE tea L ME azza,Clamorosa;rete;al;mezza,Clamorosa rete al mezza
127,scritti;rape;aule,scritti E rape R aule C CO,Scrittie;rap;erauloco,Scrittie rap erauloco
128,ne;ali;aria,CE ne L ali BR aria,Cenela;libraria,Cenela libraria
129,arco;code,F arco C code,Far;coccode,Far coccode
130,oca;aria;scope,GI oca RAC aria scope R TE,Giocar;a;riarì;scoperte,Giocar a riarì scoperte
131,asola;remo;est,C asola remo D est O,Casolare;modesto,Casolare modesto
132,est;Ares;azza,R est Ares PI azza TI,Restare;spiazzati,Restare spiazzati
133,are;telo;tana,P are N telo N tana,Parente;lontana,Parente lontana
134,Ca' Rezzonico;teca;ami,Ca' Rezzonico TEN teca L ami T A,Carezzo;nicotena,Carezzo nicotena
135,rete;odi;amo;ara;azza,CUO rete NER odi NN amo RAT ara G azza,Cuore;tenero;d;innamorarà;sempre,Cuore tenero d'innamorarà sempre
136,scia;come,scia DI come TA,Scia;di;cometa,Scia di cometa
137,nove;re;con;do,N O N nove re con do,Nonno;venercondo,Nonno venercondo
138,prese;lama;dio;ali,C A prese L lama dio E V ali,Caprese;allamadioevali,Caprese allamadioevali
139,nari;teste;urne,U nari US teste urne E,Una;riustete;sturnee,Una riustete sturnee
140,la;tubo;poli;tana;Per;Gina,la tubo poli tana Per Gina,La;tubopolitana;pergina,La tubopolitana pergina
141,nari;arti;zio;zio,U nari P arti zio N EE zio,Una;ripartizione;eezio,Una ripartizione eezio
142,re;arosta;nati,re G arosta S T I nati,Regaro;stantinati,Regaro stantinati
143,su;pera;re,AS su pera PP re,Assupe;r;apprezzata,Assupe r' apprezzata
144,Ivan;ora;ori;odi;atti,B Ivan B ora T ori odi D atti C O,Bi;vanboratori;odiddattico,Bi vanboratori odiddattico
145,lisca;ali,UTI lisca F F ali,Utili;scaffali,Utili scaffali
146,ambo;lame;cani,B ambo lame C cani CA,Bambola;meccanica,Bambola meccanica
147,lieto;re;porta;belli,ST lieto re porta GE belli CI,Stlieto;reportage;bellici,Stlieto reportage bellici
148,fon;ago;amo;tana,PRO fon D ago L amo N tana,Profonda;gola;monotana,Profonda gola monotana
149,asta;sci;tasca,P asta sci UT tasca RSA,Pasta sciutta;scarssa,Pasta sciutta scarssa
150,pia;lati,CA pia D U lati,Capi;adulati,Capi adulati
151,Bach;cane,Bach E cane RA,Bacheca;nera,Bacheca nera
152,dio;rada;bar,TE dio rada TT U bar,Tediora;datubar,Tediora datubar
153,pillole;are,O pillole G are,Opil;lo;legare,Opil lo legare
154,allegri;litro;bere,F allegri litro bere L LI,Falleg;r;iltruberelli,Falleg r'iltruberelli
155,ara;Eros;Era;pia,F ara Eros OL T Era pia,Far;aeroporto,Far aeroporto
156,cane;odi;mini,cane S TR odi VI mini,Canestro;di;vimini,Canestro di vimini
157,ali;ami;chela;iole,S C ali N A T ami chela NG iole SCA,Scalinate;michelangiolesca,Scalinate michelangiolesca
158,lame;Gilda;tino,S A lame Gilda CE N tino,Salame;gigliante,Salame gigliante
159,su;nidi;oli,su O nidi V I oli NI,Suoni;di;violini,Suoni di violini
160,ninfa;medi;ceri,U ninfa medi ceri A,Un;infame;diceria,Un'infame diceria
161,poi;anello;est,poi V I D anello L est O,Poividan;ellolesto,Poividan ellolesto
162,fa;resta;ante,AF fa resta G N ante,Affare;stagnante,Affare stagnante
163,ali;nera;azze,M ali G nera G azze,Maligne;ragazze,Maligne ragazze
164,usci;rea;oli,R I usci rea V I N oli,Riuscire;a;vinololi,Riuscire a vinololi
165,re;gola;avi,S re gola T avi T A,Sregolata;vita,Sregolata vita
166,con;ras;tanti;mori,con T ras tanti U mori,Contrastanti;umori,Contrastanti umori
167,vene;lira;azze,S vene VO lira G azze,Svenevoli;ragazze,Svenevoli ragazze
168,iuta;epe;coli,F iuta R epe R I coli,Fiutaire;pericolì,Fiutaire pericolì
169,cari;cocomeri;est,cari cocomeri CH I est O,Carico;come;richiesto,Carico come richiesto
170,fucilieri;lepre;est,I N fucilieri lepre T est O,Infucilier;ileprete,Infucilier ileprete
171,latte;sano;mina,latte sano mina,L;attesa;nomina,L'attesa nomina
172,us;fa;cera,BL us fa cera TA,Blusf;acetata,Blusf acetata
173,anca;re,C anca re CK,Cancell;a;recc,Cancell a recc
174,anca;redi;in,M anca redi S T in TO,Mancare;d;istinto,Mancare d'istinto
175,seria;etti,ES seria B B I etti,Esseri;abbiettiti,Esseri abbiettiti
176,api;otre;riccio,C api otre P riccio SI,Capiotre;pricciolosi,Capiotre pricciolosi
177,osso;naso;tana,GR osso LA naso T tana,Grosso lana;sostana,Grosso lana sostana
178,anitre;leve;redi;orsi,N anitre L leve redi ST orsi O NI,Nanti;relè;vèr;distorsioni,Nanti relè vèr distorsioni
179,do;eco;raggio,do N N eco raggio SE,Donne;coraggiose,Donne coraggiose
180,Pan;mi;orsa,Pan I mi N B orsa,Panimi;in;borsa,Panimi in borsa
181,Paganini;ode,S Paganini PI C ode,Spaga;ninnipicode,Spaga ninnipicode
182,ali;erta;gola;rei;tini;dei;poli,E L ali B erta ARE gola rei D E S tini dei P O poli,E;la;libertà;r;egolarei;d;estini;dei;popoli,E la libertà r egolarei d estini dei popoli
183,pie;astici,CO R pie L astici,Corpi;elastici,Corpi elastici
184,ceri;fico;raggio,S ceri F fico raggio SI,Sceificio;raggiaggesi,Sceificio raggiaggesi
185,con;Irene;Rainier,con Irene S T Rainier,Conirien;estrainier,Conirien estrainier
186,dita;cupa;di;zio;siepe;pisto;ori,dita N cupa di zio N I siepe R pisto M ori A,Di;tanca;cupadizionis;è;p;essere;st;moria,Di tanca cupadizionis è p essere st moria
187,diva;Oscar,diva RI Oscar SO,Divario;scasso,Divario scasso
188,ava;lima;lenti,C ava L lima C I lenti,Cavalli;macilenti,Cavalli macilenti
189,stop;ago;Venere,FU stop IE ago LI Venere,Fusto;piega;g;oliva;eneré,Fusto piega g'oliva eneré
190,nave;re;anca;dadi,NO nave re G R anca dadi R E,Non;avere;granca;da;dire,Non avere granca da dire
191,diva;Ares;agli,IN diva DU Ares PI R agli,Individuare;spiritagli,Individuare spiritagli
192,avi;ami;ramo;agente,F avi T ami SE ramo LT agente,Fa;vita;misera;molto;tagente,Fa vita misera molto tagente
193,con;gru;tali,"con gru I VI, tali ZI",Congrui;vitalizi,Congrui vitalizi
194,mas;rospi;orcio,mas S A rospi L orcio,Massaro;spilorcio,Massaro spilorcio
195,teso;ali,QUO teso C I ali,Quote;sociali,Quote sociali
196,stia;la;menti,VA stia L la GA menti,Vasti;allagamenti,Vasti allagamenti
197,trave;arca;pie;tesi,AT trave RS arca M pie S tesi,Attraversar;campi;estesi,Attraversar campi estesi
198,mi;cavi;uosa,A mi cavi R T uosa,Amica;virtuosa,Amica virtuosa
199,irco;in;lenza,AG irco N in DO lenza,Agir;con;indolenza,Agir con indolenza
200,sci;arsi;cappa;etto,L A sci arsi S cappa R D etto,Lascciars;scappar;detto,Lascciars scappar detto
201,ambi;Era;nato,ambi EN T Era FFI nato,Ambiente;raffinato,Ambiente raffinato
202,fra;are;re;si,AF fra N C are SP re S si,Affrancare;spresci,Affrancare spresci
203,sottoposto;conca;remo,RI sottoposto conca remo,Risotto;pot;concaremo,Risotto pot concaremo
204,fa;volo;ala;tricheco;rete,fa volo SI ala BAS tricheco STA rete I,Favolosi;alabastri;che;costar;etei,Favolosi alabastri che costar etei
205,make-up;tra,make-up GIS tra T O,Make;upgistrato,Make upgistrato
206,asse;oche;api;cerchi,asse N S oche F api A cerchi,Assenso;che;fa;piacerchi,Assenso che fa piacerchi
207,in;astrologo,in C astrologo RO,Incastro;logoro,Incastro logoro
208,uovo;mignolo,N uovo NO mignolo,Nuovo;nomignolo,Nuovo nomignolo
209,con;Tata;aria;gelosia,S con Tata S aria DI gelosia,Scontata;saria;di;gelosia,Scontata saria di gelosia
210,in;tesi,in tesi RI,Intestir;iri,Intestir iri
211,lisca;nati,FOL lisca T E nati,Follis;catenati,Follis catenati
212,medi;alati,CO M medi alati NA,Commedia;latina,Commedia latina
213,asce;lima;sci,V asce L lima L GA sci,Vascelli;malgasci,Vascelli malgasci
214,si;redo;tenda,si G NO redo S tenda,Signore;d;ostenenda,Signore d'ostenenda
215,cari;dadi,cari CO dadi E CI,Carico;da;dieci,Carico da dieci
216,tesi;Ra;tori,ROT tesi G Ra tori E,Rotte;sigratori,Rotte sigratori
217,la;mente;la;sacco,la mente la sacco,Lamentela;sacco,Lamentela sacco
218,amo;remo;stia,N amo remo L E stia,Nam;ore;molestia,Nam ore molestia
219,conte;platano,conte M platano RMA,Contemplata;norma,Contemplata norma
220,orsa;tre;miti,I orsa tre miti,Ior;satremiti,Ior satremiti
221,lapis;Ascari,lapis TOL Ascari C A,La;pistola;scariacica,La pistola scariacica
222,ali;di;mosca,V I ali di mosca,Viali;di;mosca,Viali di mosca
223,ante;dita;bar,C H ante U S E dita bar IN,Chanuteuse;di;Tabarin,Chanuteuse di Tabarin
224,ave;pie;nipote,ave R pie nipote RI,Aver;pieni;poteri,Aver pieni poteri
225,caraffa;di;Credito,caraffa TO di Credito O,Caraffato;di;credito,Caraffato di credito
226,re;dozzine;data,re N dozzine Q U I data,Rendoz;zinequidata,Rendoz zinequidata
227,pine;rie;orsa;in,CHE pine rie B orsa L in O,Chèpi;neri;e;borsalino,Chèpi neri e borsalino
228,pera;orate,LA pera V orate,Lape;ravorate,Lape ravorate
229,undici;torero;mani,undici torero mani S T A,Un;dicitore;romani sta,Un dicitore romani sta
230,sesti;osa,TO S sesti ZZ osa,Tossi;stizzosa,Tossi stizzosa
231,orti;Ero;mani,P orti ER Ero mani STA,Portiere;romanista,Portiere romanista
232,unte;rose;mento,unte N E rose N T I mento,Un;tenero;sentimento,Un tenero sentimento
233,eco;dardi;ala;vere;mais;ape;re;don;re,eco dardi ala vere mais ape re don re,E;codardia;l;aver;m;ase;pere;donre,E codardia l'avver mase pere donre
234,modella;Eros;cola,RA modella LB Eros E cola RE,Ramo;dell;albero;secolare,Ramo dell'albero secolare
235,ritto;ria;ore;oli,SC ritto ria U T ore V oli,Scripttor;europevoli,Scripttor europevoli
236,sciarpa;are,LA sciarpa S S are,Lasciar;passare,Lasciar passare
237,nave;chiama;rada;re,U nave C chiama NI E rada MA re,Una;vecchia;maniera;d;amore,Una vecchia maniera d'amore
238,pere;peri;re,O pere IM peri TU re,Opere;imperiture,Opere imperiture
239,fra;semi;rata,fra semi rata,Frase;mirata,Frase mirata
240,are;neri;tino,P are N neri ES tino,Parenn;eriestino,Parenn eriestino
241,ala;ori;sai;tesa,UN ala B ori O sai N tesa,Una;laboriosa;intesa,Una laboriosa intesa
242,ape;navi;lana,UN ape RSO navi L lana,Una;persona;villana,Una persona villana
243,re;Iside;agli,P re C Iside TT agli,Precisi;dettagli,Precisi dettagli
244,Eros;ava;lo,N Eros P ava L lo,Nero;spavallò,Nero spavallò
245,lisca;polo,G lisca polo NI,Gli;scapoloni,Gli scapoloni
246,ancia;pia,P ancia pia TTA,Pancia;piatta,Pancia piatta
247,lente;anello;pera,lente Z Z anello pera RE,Lentezza;nell;operare,Lentezza nell'operare
248,la;Cipro;sedia;ante,la L Cipro ME S sedia M ante,Lalci;promesse;di;amante,Lalci promesse di amante
249,rive;rei;ore,rive L A rei N G ore,Rivelare;ingore,Rivelare ingore
250,ali;Ionio;oste,CO ali Z Ionio PP oste,Coalizione;opposta,Coalizione opposta
251,pedale;coda;nata,COP pedale ATI coda N nata,Coppé;d;Aleatico;d;Annona,Coppé d'Aleatico d'Annona
252,Atene;orata,S Atene C orata,State;necessorate,State necessorate
253,madie;vasi,FO R madie vasi O N E,Forma;di;evasione,Forma di evasione
254,onda;tino;navi,C onda NNA tino navi T A,Condannati;non;a;vita,Condannati non a vita
255,chiesa;Ra;esche,VEC chiesa Ra C I N esche,Vecchie;saracinesche,Vecchie saracinesche
256,belgi;odi;ali,belgi R odi T ali A,Bel;giro;d;Italia,Bel giro d'Italia
257,va;clown;leggio,va clown leggio,Vac;l;clownleggio,Vac l clownleggio
258,vicini;Ati,vicini F I C Ati,Vici;nificati,Vici nificati
259,anitre;mi,ST R anitre mi TI,Strani;tremiti,Strani tremiti
260,cima;tini;re,VO cima T tini E re,Voci;mattinie,Voci mattinie
261,belve;trio;Bacco,belve L O trio Bacco LO,Bel;velotto;iobaccolo,Bel velotto iobaccolo
262,cola;amo;nate,S cola R amo T E nate,Scolara;motivata,Scolara motivata
263,arti;icona;ile,arti S T icona R G H ile,Artistico;narghile,Artistico narghile
264,Eva;Degas;Ate,B Eva N Degas S Ate,Bevande;gasate,Bevande gasate
265,in;gerle;tomahawk,"STR, in gerle GAN, tomahawk",Stringer;le;gambe,Stringer le gambe
266,arma;rete;lente,B arma rete I VA lente,Barma;rete;ivalente,Barma rete ivalente
267,parente,AP parente d'Isacco RDO,Apparente;disaccordo,Apparente disaccordo
268,mese;mici;cola,LA mese mici R cola R I,Lame;semicircolari,Lame semicircolari
269,in;vasi;ari,in vasi ONE ari NI,Invasione;a;Rini,Invasione a' Rini
270,mani;Adige;angolo,mani Adige angolo,Mania;di;Genzano,Mania di Genzano
271,nonno;redi;versi,nonno T A redi versi TA,Non;notare;diversità,Non notare diversità
272,dadi;nata,C O dadi ME nata,Codà;dimensionata,Codà dimensionata
273,budino;madia;cani,TRI budino madia F R I cani,Tribù;di;nomadi;africani,Tribù di nomadi africani
274,Sinatra;data,CA Sinatra SAN data,Casina;tarsandata,Casina tarsandata
275,papa;anno;eco,papa anno Z T eco,Pa;piano;nautico,Pa piano nautico
276,pelli;lana;ali,pelli CO lana T ali ZI A,Pellicolana;talizia,Pellicolana talizia
277,re;ila;Era,re R ila C Era NO,R;erilac;erano,Rerilaccerano
278,di;rame,di rame N,Dir;amene,Dir amene
279,in;Ticino;Varese,UN in S Ticino Varese DO,Un;insiticino;varese,Un insiticino varese
280,re;nane;lira,re G nane L lira N,Regna;nell;Iran,Regna nell'Iran
281,pia;arco;come,pia N T arco come R I,Piantar;coomeori,Piantar coomeori
282,Rodi;rime;Eva,Rodi ST rime DI Eva LI,Rodistor;imediaveli,Rodistor imediaveli
283,ore;cappella;Po;menti,P ore cappella M Po N A menti,Porcappa;leopardi,Porcappa leopardi
284,rive;tini,SO B rive STI tini,Sobra;vestitini,Sobra vestitini
285,sordi;avi,sordi D avi T A,Sordida;vita,Sordida vita
286,orsa;pica;aglio;coli,C orsa IP pica aglio S T A coli,Corsa;ippica;agli;ostacoli,Corsa ippica agli ostacoli
287,iole;nata,OD iole RTU nata,Odiole;ruttunata,Odiole ruttunata
288,fa;eco;ode;teste,fa L eco LM ode S teste ST,Faleco;lomod;e;sest;est;est,Faleco lomod e'sest est est
289,toro;Cita;sci;luce,toro Cita sci luce,Toroci;tasciuche,Toroci tasciuche
290,timo;la;tea;mento,S timo la N tea R GO mento,Stimolante;argentato,Stimolante argentato
291,pino;icona;dita,RIM pino RS icona VI dita,Rimpinorson;ava;identità,Rimpinorson ava identità
292,su;nome;di,su O nome LO di OSO,Suono;melodioso,Suono melodioso
293,ora;nei;pirata,ora ZI O nei S pirata,Orazione;ispirata,Orazione ispirata
294,vino;tino;reo,DI vino TA tino E reo,Divi;notati;noer;Ereo,Divi notati noer' Ereo
295,avi;mento;ala;re,P avi mento D ala V A re,Paviamento;da;lavorare,Paviamento da lavorare
296,Ares;vere,G Ares E vere,Gare;severe,Gare severe
297,in;opera;mici,in VI T opera mici,Invito;per;amici,Invito per amici
298,conte;ovali,conte GGI ovali D O,Conteggio;valido,Conteggio valido
299,nasse;gnomo;est,U nasse gnomo D est O,Un;assegno;modesto,Un assegno modesto
300,Eser;Odino;ara,B Eser T Odino V ara,Bes;erro;di;novara,Beserro di novara
301,ore;ariette;nata,F ore ST ariette RMI nata,Forestar;eterminata,Forestar eterminata
302,disco;neve,AN disco neve RO,Andis;con;e;vevero,Andis con e vevero
303,bicipite;re;fa;re;Sce,bicipite M O re fa C re S CE Sce,B;ciclo;per;escescere,B'ciclo per escescere
304,,S [Andare... con le mani e con le ginocchia] [Proteggono... dagli aghi] A,Sgabelli;a;leggeri,Sgabelli a' leggeri
305,atrio;casetta,P atrio TTI casetta,Patriottica;setta,Patriottica setta
306,colletti;Itaca;lana,colletti V Itaca T A lana,Collettività;catalana,Collettività catalana
307,azza;menti;ore;oli,PI azza menti O N ore V oli,Piazzamento;novel,Piazzamento novel
308,oliva;redi;ami,B oliva redi N F ami A,Bolivar;è;dinfamia,Bolivar è dinfamia
309,antico;letto,C antico letto,Cantico;letto,Cantico letto
310,Forte;navi,Forte SO navi L E,Forteso;nave,Forteso nave
